mtm;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998
03068AT;;;8172400;7835000;7542500;7045700;;;;;;;;;;;;;;;;;;;
03068AU;;7840700;7543700;7218300;6916900;6622900;;;;;;;;;;;;;;;;;;;
03068AS;;;;;4227000;4051300;3943800;3837600;;;;;;;;;;;;;;;;;
03068BP;6593000;6308700;6119500;;;;;;;;;;;;;;;;;;;;;;
03068BR;7551000;7224600;7007800;;;;;;;;;;;;;;;;;;;;;;
03068CD;9271000;8870500;8604300;;;;;;;;;;;;;;;;;;;;;;
03068CC;8830000;8448900;8195500;;;;;;;;;;;;;;;;;;;;;;
03068CA;10617000;10157800;9853100;;;;;;;;;;;;;;;;;;;;;;
03068CB;9565000;9305000;9025900;;;;;;;;;;;;;;;;;;;;;;
0306803;;;;;;;;;;;;;;;;;;;;;;1366400;1298100;1233200;1171500
0306802;;;;;;;;;;;;;;;;;;;;;1489500;1415100;1344300;1277100;1213200
13034180;;;;;;;;;;;;;;;;;;;;;;1489500;1415100;1344300;1277100
13011184;;;;;;;;;;;;;;;;;;;;;;1366400;1298100;1233200;1171500
13034184;;;;;;;;;;;;;;;;;;;;;;1366400;1298100;1233200;1171500
13011055;;;;;;;;;;;;;;;;;2171000;2067600;1969100;1866200;1777300;1692700;1608000;1527600;1451200
13011066;;;;;;;;;;;;;;;;;2171000;2067600;1969100;1866200;1777300;1692700;1608000;1527600;1451200
0306878;;;;;;;3921600;3765800;3680300;3577300;3475100;3373500;2661500;2576700;2508900;2429200;2361700;;;;;;;;
0306879;;;;;;;;4964100;4792900;4599400;4429000;3983700;3814200;3687100;3517600;3205200;3087100;2932700;2786100;;;;;;
0306883;;;;;;;;4792900;4621700;4429000;;;;;;;;;;;;;;;
0306884;;;;;;;;4878500;4707300;4514200;4343900;;;;;;;;;;;;;;
0306880;;;;;;;;5135200;4964100;4769700;4599400;4102400;3966800;3848100;3678600;3492000;3205200;3044900;2892700;2734600;;;;;
0306882;;;;;;;;5306400;5135200;4940100;4769700;;;;;;;;;;;;;;
0306881;;;;;;;;5220800;5049700;4854900;4684600;4153300;4017600;3899000;3729500;3542600;3238900;;;;;;;;
0306898;;5646000;5417400;5168900;5004500;4685400;4557200;4448100;;;;;;;;;;;;;;;;;
0306876;;;;;;;;3971300;3885700;3747700;3577300;;;;;;;;;;;;;;
0306807;;;;;;;;;;;;;;;;;2171000;2067600;1969100;1866200;1777300;1692700;1608000;1527600;1451200
0306826;;;;;;;;;;;;2966600;2661500;2576700;2508900;2429200;2361700;2328000;;;;;;;
0306813;;;;;;;;;;;;;;;;;;1360800;1292800;1222100;1161000;1102900;1047800;;
0306837;;;;;;;;4022600;3851400;3713600;3628400;3526000;3441300;3305700;3136100;2952100;2783500;;;;;;;;
0306851;;;;;;;;4022600;3851400;3713600;3628400;3526000;3441300;3305700;3136100;2952100;2783500;;;;;;;;
0306866;;;;;;;;4022600;3851400;3713600;3628400;3526000;3441300;3305700;3136100;2952100;2783500;;;;;;;;
0306814;;;;;;;;;;;;;;;;;;1334300;1267600;1198300;1138400;1081500;1027400;;
0306815;;;;;;;;;;;;;;;;;;1334300;1267600;1198300;1138400;1081500;1027400;;
0306827;;;;;;;;4964100;4792900;4599400;4429000;3983700;3814200;3687100;3517600;3205200;3087100;2932700;2786100;;;;;;
0306839;;;;;;;;4964100;4792900;4599400;4429000;3983700;3814200;3687100;3517600;3205200;3087100;2932700;2786100;;;;;;
0306862;;;;;;;;4792900;4621700;4429000;;;;;;;;;;;;;;;
0306863;;;;;;;;4878500;4707300;4514200;4343900;;;;;;;;;;;;;;
0306816;;;;;;;;;;;;;;;;;;1405000;1334700;1261800;1198700;1138800;1081800;;
0306828;;;;;;;;5135200;4964100;4769700;4599400;4102400;3966800;3848100;3678600;3492000;3205200;3044900;2892700;2734600;;;;;
0306858;;;;;;;;5306400;5135200;4940100;4769700;;;;;;;;;;;;;;
0306829;;;;;;;;;;4429000;4258700;4068500;3932900;3763400;3593800;3407600;3238900;3036500;;;;;;;
0306842;;;;;;;;;;4429000;4258700;4068500;3932900;3763400;3593800;3407600;3238900;3036500;;;;;;;
0306840;;;;;;;;5220800;5049700;4854900;4684600;4153300;4017600;3899000;3729500;3542600;3238900;;;;;;;;
0306825;;;;;;;;;;3441000;3355900;3254800;3051400;2576700;2508900;2429200;2361700;2243600;;;;;;;
0306848;;;;;;;;;;3441000;3355900;3254800;3051400;2576700;2508900;2429200;2361700;2243600;;;;;;;
0306812;;;;;;;;;;;;;;;;;;1290100;1225600;1158600;1100700;1045700;993400;;
0306855;;;;;;;;3971300;3885700;3747700;3577300;;;;;;;;;;;;;;
03068CE;6720000;6430400;6237500;;;;;;;;;;;;;;;;;;;;;;
0306856;;;;;;;;3902800;3800100;3645400;3492100;;;;;;;;;;;;;;
0306877;;;;;;;;;;3509200;3338800;3153100;2983600;2831000;;;;;;;;;;;
0306857;;;;;;;;3919900;3902800;3764700;3577300;;;;;;;;;;;;;;
03068BN;6854000;6722600;6521000;;;;;;;;;;;;;;;;;;;;;;
0306897;;6152400;5953600;5731100;5540700;5196200;5083100;4971400;;;;;;;;;;;;;;;;;
03068BA;;10419700;9780900;9113600;8793600;;;;;;;;;;;;;;;;;;;;
03068BB;;10176000;9559100;8914100;8597000;;;;;;;;;;;;;;;;;;;;
03068BF;;11078200;9984300;;;;;;;;;;;;;;;;;;;;;;
03068BE;;11078200;9984300;;;;;;;;;;;;;;;;;;;;;;
03068BC;;10419700;9780900;9113600;8793600;;;;;;;;;;;;;;;;;;;;
03068AW;;;;;7614000;7397900;;;;;;;;;;;;;;;;;;;
03068AX;;;;;7185000;6975200;;;;;;;;;;;;;;;;;;;
0306896;;7240300;7035300;6801200;6613100;6253000;6134700;6018000;;;;;;;;;;;;;;;;;
0306894;;8412800;8200100;7952800;7739100;7309900;7186400;6977400;;;;;;;;;;;;;;;;;
0306895;;7953100;7737900;7490400;7292300;6869500;6748200;6628500;;;;;;;;;;;;;;;;;
0306892;;10072800;9374200;8651100;8436200;8014400;7887500;7675200;;;;;;;;;;;;;;;;;
0306893;;8834700;8616100;8360900;8150200;7353900;7230200;7021000;;;;;;;;;;;;;;;;;
03068BM;7695000;7363600;7142700;;;;;;;;;;;;;;;;;;;;;;
03068CM;10219000;;;;;;;;;;;;;;;;;;;;;;;;
03068BL;9052000;8660800;8401000;;;;;;;;;;;;;;;;;;;;;;
03068BG;10518000;10063300;9761400;;;;;;;;;;;;;;;;;;;;;;
03068BJ;9932000;9503800;9218700;;;;;;;;;;;;;;;;;;;;;;
03068BH;11860000;11348500;11008100;;;;;;;;;;;;;;;;;;;;;;
03068BK;11275000;10788000;10464300;;;;;;;;;;;;;;;;;;;;;;
0306890;;;;;;;;5563200;5392000;;;;;;;;;;;;;;;;
0306891;;;;;;;;5648800;5477600;;;;;;;;;;;;;;;;
0306808;;;;;;;;;;;;;;;;;;;;;1846500;1754200;1666500;1583200;1504000
0306806;;;;;;;;;;;;;;;;;;;;;1661900;1578800;1499900;1424900;1353600
0306805;;;;;;;;;;;;;;;;;;;;;;1366400;1298100;1233200;1171500
13034178;;;;;;;;;;;;;;;;;;;;;;;;1735500;1648700
13011182;;;;;;;;;;;;;;;;;;;;;;1489500;1415100;1344300;1277100
13034182;;;;;;;;;;;;;;;;;;;;;;1489500;1415100;1344300;1277100
13034177;;;;;;;;;;;;;;;;;;;;;;1232600;1171000;1112500;1056800
13034195;;;;;;;;;;;;;;;;;2171000;2067600;1969100;1866200;1777300;1692700;1608000;1527600;1451200
13011193;;;;;;;;;;;;;;;;;;;;;;1366400;1298100;1233200;1171500
13034193;;;;;;;;;;;;;;;;;;;;;;1366400;1298100;1233200;1171500
13034183;;;;;;;;;;;;;;;;;;;;;1846500;1754200;1666500;1583200;1504000
13082791;;;;;;;;4792900;4621700;4429000;4258700;3814200;3695600;3610800;3475200;3289500;3120800;2964800;;;;;;;
13010522;;;;;;;;;;;;;;;;;;;;2817200;2646500;2475700;2305000;2134200;
13010231;;;;;;;;;;;;;;;;;;;;2817200;2646500;2475700;2305000;2134200;
13010146;;;;;;;;;;;;;;;;;;;;;;;;1735500;1648700
13004300;;;;;;;;;;;;;;;;;;;;;;;;1735500;1648700
13010300;;;;;;;;;;;;;;;;;;;;;;;;1735500;1648700
13004301;;;;;;;;;;;;;;;;;;;;2731800;2561100;2390300;2219600;2048900;1878100
13010301;;;;;;;;;;;;;;;;;;;;2731800;2561100;2390300;2219600;2048900;1878100
0306844;;;;;;;;6761400;6333500;6047400;5655600;5255200;4407500;4187200;3983700;3677500;3492000;3205200;;;;;;;
0306864;;;;;;;;5819900;5392000;5110400;;;;;;;;;;;;;;;
0306865;;;;;;;;5905500;5477600;5195600;;;;;;;;;;;;;;;
0306832;;;;;;;;6761400;6333500;6047400;5655600;5255200;4407500;4187200;3983700;3677500;3492000;3205200;;;;;;;
0306859;;;;;;;;6932600;6504600;6217700;5791800;5356900;;;;;;;;;;;;;
0306834;;;;;;;;;;;4514200;4043100;3839700;3644700;3475200;3323300;3205200;3036500;;;;;;;
0306835;;;;;;;;;6504600;6132500;5791800;5356900;3882000;3695600;3509100;3357000;3238900;3036500;;;;;;;
0306833;;;;;;;;6847000;6419100;6132500;5740700;5306000;4458400;4221100;4017600;3711300;3517300;3205200;;;;;;;
13004302;;;;;;;;;;;;;;;;;;;;;;;1886700;1826800;1735500
13010302;;;;;;;;;;;;;;;;;;;;;;;1886700;1826800;1735500
13004976;;;5913000;5307500;4760600;4460100;;;;;;;;;;;;;;;;;;;
13004977;;;6237000;5641200;5089500;4784200;;;;;;;;;;;;;;;;;;;
13011091;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13004091;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13010091;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13015091;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13010698;27481500;24733400;23106200;21005600;19096000;17360000;13888000;11110400;9443800;8027300;7224600;6502100;5851900;5266700;4740100;;;;;;;;;;
13010B19;33092500;29783300;;;;;;;;;;;;;;;;;;;;;;;
13003086;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13010695;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13010352;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13011119;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13010514;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13010226;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13010215;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13010807;;;12657900;11507200;10356500;9320800;8388800;7549900;6794900;5321000;4522700;;;;;;;;;;;;;;
13010549;;;;;;;;;;;;;3177500;2790000;2557500;2325000;2015000;1860000;1705000;1550000;;;;;
13010749;19716000;15267500;13994600;12722400;11450200;10305200;9274600;8347200;7512400;5882900;5294500;4765200;4288500;3859700;;;;;;;;;;;
13010752;;;;;;;;;;5587000;5028400;4525400;4072900;3665600;;;;;;;;;;;
13010137;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13015222;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13025040;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13004082;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13004089;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13010089;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13004080;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13010080;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13010511;;;;;;;;;;;;;;;;3792100;3412800;3100000;2790000;2480000;2170000;1860000;1550000;1240000;1085000
13002907;;;;;;;;;;;;;;;;;;;;;;1844500;1798000;1751500;1705000
13010996;;;;;;;;;;2309500;2154500;2015000;1906500;1798000;1658500;;;;;;;;;;
13005720;;5580000;5108200;4643800;4179400;3761500;3410000;3177500;3038000;2821000;2635000;2325000;2092500;1550000;1441500;;;;;;;;;;
13005744;;5580000;5108200;4643800;4179400;3761500;3410000;3177500;3038000;2821000;2635000;2325000;2092500;1550000;1441500;;;;;;;;;;
13005A36;;5580000;5108200;4643800;4179400;3761500;3410000;3177500;3038000;2821000;2635000;2325000;2092500;1550000;1441500;;;;;;;;;;
13005820;;5580000;5108200;4643800;4179400;3761500;3410000;3177500;3038000;2821000;2635000;2325000;2092500;1550000;1441500;;;;;;;;;;
13003122;;;;;;3952500;3410000;2945000;2480000;1953000;1782500;1627500;1550000;1472500;1395000;1317500;1240000;1085000;1054000;1007500;976500;930000;883500;837000;775000
13004122;;;;;;3952500;3410000;2945000;2480000;1953000;1782500;1627500;1550000;1472500;1395000;1317500;1240000;1085000;1054000;1007500;976500;930000;883500;837000;775000
13010122;;;;;;;;;2867500;2201000;2015000;1906500;1798000;1658500;1395000;1317500;1162500;1131500;1085000;1054000;1007500;961000;914500;852500;806000
13004266;;;;;;3952500;3410000;2945000;2480000;1953000;1782500;1627500;1550000;1472500;1395000;1317500;1240000;1085000;1054000;1007500;976500;930000;883500;837000;775000
13004A47;;;;;;3952500;3410000;2945000;2480000;1953000;1782500;1627500;1550000;1472500;1395000;1317500;1240000;1085000;1054000;1007500;976500;930000;883500;837000;775000
13004888;;;;;;3952500;3410000;2945000;2480000;1953000;1782500;1627500;1550000;1472500;1395000;1317500;1240000;1085000;1054000;1007500;976500;930000;883500;837000;775000
13010888;;;;;;;;;2867500;2201000;2015000;1906500;1798000;1658500;1395000;1317500;1162500;1131500;1085000;1054000;1007500;961000;914500;852500;806000
13010536;;;;;;;;;2867500;2201000;2015000;1906500;1798000;1658500;1395000;1317500;1162500;1131500;1085000;1054000;1007500;961000;914500;852500;806000
13004A62;;;;;;3952500;3410000;2945000;2480000;1953000;1782500;1627500;1550000;1472500;1395000;1317500;1240000;1085000;1054000;1007500;976500;930000;883500;837000;775000
13004778;;;;;;3952500;3410000;2945000;2480000;1953000;1782500;1627500;1550000;1472500;1395000;1317500;1240000;1085000;1054000;1007500;976500;930000;883500;837000;775000
13010778;;;;;;;;;2867500;2201000;2015000;1906500;1798000;1658500;1395000;1317500;1162500;1131500;1085000;1054000;1007500;961000;914500;852500;806000
13004897;;;;;;3952500;3410000;2945000;2480000;1953000;1782500;1627500;1550000;1472500;1395000;1317500;1240000;1085000;1054000;1007500;976500;930000;883500;837000;775000
13004845;;;;4782500;4347800;3952500;3565000;2960500;2480000;2139000;;;;;;;;;;;;;;;
13004846;;;;5626500;5115000;4650000;3921500;3317000;2867500;2464500;;;;;;;;;;;;;;;
13003006;;;;;;3952500;3410000;2945000;2480000;1953000;1782500;1627500;1550000;1472500;1395000;1317500;1240000;1085000;1054000;1007500;976500;930000;883500;837000;775000
13004006;;;;;;3952500;3410000;2945000;2480000;1953000;1782500;1627500;1550000;1472500;1395000;1317500;1240000;1085000;1054000;1007500;976500;930000;883500;837000;775000
13010006;;;;;;;;;;;;;;;;;;1224500;1162500;1085000;1023000;930000;868000;806000;744000
13010967;;;;;;;;;;2309500;2154500;2015000;1906500;1798000;1658500;;;;;;;;;;
13010A35;;;;;;;;;;;;;;;1395000;1286500;1162500;;;;;;;;
13004729;;;;;;3952500;3410000;2945000;2480000;1953000;1782500;1627500;1550000;1472500;1395000;1317500;1240000;1085000;1054000;1007500;976500;930000;883500;837000;775000
13004804;;;;;;;;;;2139000;1968500;1860000;1705000;1581000;1472500;;;;;;;;;;
13004849;;;;4782500;4347800;3952500;3565000;2960500;2480000;2139000;;;;;;;;;;;;;;;
13004847;;;;5626500;5115000;4650000;3921500;3317000;2867500;2464500;;;;;;;;;;;;;;;
13004865;;;;4782500;4347800;3952500;3565000;2960500;2480000;2139000;;;;;;;;;;;;;;;
13004864;;;;5626500;5115000;4650000;3921500;3317000;2867500;2464500;;;;;;;;;;;;;;;
13010855;;;;6301700;5728800;4984000;4336100;3772400;3282000;2855400;;;;;;;;;;;;;;;
13010854;;;;6942800;6311600;5491000;4777300;4156200;3615800;3145900;;;;;;;;;;;;;;;
13010730;;;;;;;;;2867500;2201000;2015000;1906500;1798000;1658500;1395000;1317500;1162500;1131500;1085000;1054000;1007500;961000;914500;852500;806000
13010803;;;;;;;;;;2309500;2154500;2015000;1906500;1798000;1658500;;;;;;;;;;
13010863;;;;6301700;5728800;4984000;4336100;3772400;3282000;2855400;;;;;;;;;;;;;;;
13010866;;;;6942800;6311600;5491000;4777300;4156200;3615800;3145900;;;;;;;;;;;;;;;
13010862;;;;;;;;;;;;;;;1395000;1286500;1162500;;;;;;;;
13010B44;13361000;12693000;12058400;11455400;;;;;;;;;;;;;;;;;;;;;
13010A32;13361000;12693000;12058400;11455400;;;;;;;;;;;;;;;;;;;;;
13004A31;12291500;11676900;11093000;10538500;;;;;;;;;;;;;;;;;;;;;
13004A33;;11315000;10850000;10230000;;;;;;;;;;;;;;;;;;;;;
13010832;;;;;;;;;;;;;;;1395000;1286500;1162500;;;;;;;;
13004A02;;;;;;3952500;3410000;2945000;2480000;1953000;1782500;1627500;1550000;1472500;1395000;1317500;1240000;1085000;1054000;1007500;976500;930000;883500;837000;775000
13003002;;;;;;;;;;;;;;;;;;1224500;1162500;1085000;1023000;930000;868000;806000;744000
13012709;;;;;;;;;;;2712500;2480000;2015000;1705000;1395000;1240000;1085000;930000;852500;775000;728500;666500;620000;573500;527000
13005709;;;;;;;;;;;;;;;;;1007500;961000;914500;868000;821500;;;;
13012642;;;;;;;;;;;;;;;;;1395000;1240000;1085000;1007500;945500;852500;806000;759500;666500
13012272;;;;;;;;;;;;;;;;;1395000;1240000;1085000;1007500;945500;852500;806000;759500;666500
13011104;;;;;;;;;;;;;;;;;;;;;1661900;1578800;1499900;1424900;1353600
13011229;;;;;;;;;;;;;;;;;;;;;1846500;1754200;1666500;1583200;1504000
13011116;;;;;;;;;;;;;;;;;;;;;1846500;1754200;1666500;1583200;1504000
0306888;;;;;;;;5819900;5392000;5110400;;;;;;;;;;;;;;;
0306889;;;;;;;;5905500;5477600;5195600;;;;;;;;;;;;;;;
03068AY;;;;;9383400;;;;;;;;;;;;;;;;;;;;
03068AZ;;;;;9383400;;;;;;;;;;;;;;;;;;;;
03068CP;14570000;13022700;;;;;;;;;;;;;;;;;;;;;;;
03068CN;15226000;12775400;;;;;;;;;;;;;;;;;;;;;;;
03068BV;11005000;10726000;10404200;;;;;;;;;;;;;;;;;;;;;;
03068BD;;;9429600;8859700;;;;;;;;;;;;;;;;;;;;;
03068AL;;;;8566900;7971500;7679800;7466800;7256500;;;;;;;;;;;;;;;;;
0306885;;;;;;;;6761400;6333500;6047400;5655600;5255200;4407500;4187200;3983700;3677500;3492000;3205200;;;;;;;
0306887;;;;;;;;6932600;6504600;6217700;5791800;5356900;;;;;;;;;;;;;
0306886;;;;;;;;6932600;6504600;6217700;5791800;5356900;;;;;;;;;;;;;
03068AR;;;;;9115300;8895100;8728800;8512400;;;;;;;;;;;;;;;;;
03068AP;;;;;9383400;9159400;9026800;8721800;;;;;;;;;;;;;;;;;
03068AN;;;;;9115300;8895100;8728800;8512400;;;;;;;;;;;;;;;;;
03068AJ;;11142000;10483500;9793700;9472800;9159400;8972600;8647200;;;;;;;;;;;;;;;;;
03068BW;13881000;12574000;12196800;;;;;;;;;;;;;;;;;;;;;;
03068AK;;10935500;10289400;9612300;7971500;7570800;7186400;6954200;;;;;;;;;;;;;;;;;
03068BT;11507000;11216000;10879500;;;;;;;;;;;;;;;;;;;;;;
13011127;;;;;;;;3971300;3885700;3747700;3577300;;;;;;;;;;;;;;
13011278;;;;;;;;;;;;;;;;;;;;;1846500;1754200;1666500;1583200;1504000
13082732;;;;;;;;4964100;4792900;4599400;4429000;3983700;3814200;3687100;3517600;3205200;3087100;2932700;2786100;;;;;;
13080732;;;;;;;;;;3441000;3355900;3254800;3051400;2576700;2508900;2429200;2361700;2243600;;;;;;;
13004812;;;;;2865800;2670200;2554900;;;;;;;;;;;;;;;;;;
13002812;;;;;2865800;2670200;2554900;;;;;;;;;;;;;;;;;;
13005812;;;;;2865800;2670200;2554900;;;;;;;;;;;;;;;;;;
13005808;;;;;2865800;2670200;2554900;;;;;;;;;;;;;;;;;;
13005921;;;;;2865800;2670200;2554900;;;;;;;;;;;;;;;;;;
13005920;;;;;2865800;2670200;2554900;;;;;;;;;;;;;;;;;;
13005A84;4612000;4456600;3980200;3773700;3506300;;;;;;;;;;;;;;;;;;;;
13005A14;;4326800;3864200;3663800;3404200;;;;;;;;;;;;;;;;;;;;
13005A16;4612000;4456600;3980200;3773700;3506300;;;;;;;;;;;;;;;;;;;;
13005A66;;;;;2865800;2670200;2554900;;;;;;;;;;;;;;;;;;
13002898;4121000;3739300;3578000;3403000;3235900;;;;;;;;;;;;;;;;;;;;
13002A15;4121000;3739300;3578000;3403000;3235900;;;;;;;;;;;;;;;;;;;;
13005A15;4038000;3614900;3349000;3201300;2952600;;;;;;;;;;;;;;;;;;;;
13002A76;4405000;4125200;3591900;;;;;;;;;;;;;;;;;;;;;;
13005A76;4324000;4088300;3588200;;;;;;;;;;;;;;;;;;;;;;
13002A13;4551000;4301800;3827400;3551300;3369400;;;;;;;;;;;;;;;;;;;;
13005A13;4507000;4125700;3827400;3663800;3404200;;;;;;;;;;;;;;;;;;;;
13002A12;;3354600;3073000;2874600;2692100;;;;;;;;;;;;;;;;;;;;
13005A12;3500000;3296700;3017800;2767000;2640000;;;;;;;;;;;;;;;;;;;;
13005A95;3654000;3411500;;;;;;;;;;;;;;;;;;;;;;;
27419057;3239500;3022500;2790000;2557500;2325000;2092500;;;;;;;;;;;;;;;;;;;
27419064;3239500;3022500;2790000;2557500;2325000;2092500;;;;;;;;;;;;;;;;;;;
27419030;3239500;3022500;2790000;2557500;2325000;2092500;;;;;;;;;;;;;;;;;;;
27419065;;;3410000;3255000;3100000;;;;;;;;;;;;;;;;;;;;
27419058;3239500;3022500;2790000;2557500;2325000;2092500;;;;;;;;;;;;;;;;;;;
27419054;3239500;3022500;2790000;2557500;2325000;2092500;;;;;;;;;;;;;;;;;;;
27419017;3239500;3022500;2790000;2557500;2325000;2092500;;;;;;;;;;;;;;;;;;;
27419049;;;5580000;5115000;4650000;4185000;;;3255000;2945000;2635000;2480000;2325000;2170000;2015000;1860000;1705000;;;;;;;;
27419048;;;5580000;5115000;4650000;4185000;;;3255000;2945000;2635000;2480000;2325000;2170000;2015000;1860000;1705000;;;;;;;;
27419080;8525000;8060000;7440000;6820000;6200000;5735000;5270000;4805000;4340000;3720000;3410000;3100000;;;;;;;;;;;;;
27419027;8525000;8060000;7440000;6820000;6200000;5735000;5270000;4805000;4340000;3720000;3410000;3100000;;;;;;;;;;;;;
27419020;;;;;;1705000;1627500;1550000;1472500;1395000;;;;;;;;;;;;;;;
27419075;4169500;3906000;3658000;3410000;;;;;;;;;;;;;;;;;;;;;
27419076;4495000;4247000;3983500;3720000;;;;;;;;;;;;;;;;;;;;;
27419056;;;;;;1705000;1627500;1550000;1472500;1395000;;;;;;;;;;;;;;;
27419055;3084500;2945000;2712500;2480000;2247500;2015000;;;;;;;;;;;;;;;;;;;
27419050;3239500;3022500;2790000;2557500;2325000;2092500;;;;;;;;;;;;;;;;;;;
27419053;;;;;2557500;2402500;2247500;;;;;;;;;;;;;;;;;;
27419045;;;;;2557500;2402500;2247500;;;;;;;;;;;;;;;;;;
27419023;;;5580000;5115000;4650000;4185000;;;3255000;2945000;2635000;2480000;2325000;2170000;2015000;1860000;1705000;;;;;;;;
27419073;;;5580000;5115000;4650000;4185000;;;3255000;2945000;2635000;2480000;2325000;2170000;2015000;1860000;1705000;;;;;;;;
27419035;4650000;4495000;4030000;3565000;3100000;2790000;;;;1550000;1395000;1317500;;;;;;;;;;;;;
27419036;4650000;4495000;4030000;3565000;3100000;2790000;;;;1550000;1395000;1317500;;;;;;;;;;;;;
27419066;4650000;4495000;4030000;3565000;3100000;2790000;;;;1550000;1395000;1317500;;;;;;;;;;;;;
27419046;4650000;4495000;4030000;3565000;3100000;2790000;;;;1550000;1395000;1317500;;;;;;;;;;;;;
27419047;4650000;4495000;4030000;3565000;3100000;2790000;;;;1550000;1395000;1317500;;;;;;;;;;;;;
27419088;4650000;3720000;;;;;;;;;;;;;;;;;;;;;;;
27419085;4650000;3720000;;;;;;;;;;;;;;;;;;;;;;;
27419087;5580000;4464000;;;;;;;;;;;;;;;;;;;;;;;
27419084;5580000;4464000;;;;;;;;;;;;;;;;;;;;;;;
27419040;;;5580000;5115000;4650000;4185000;;;3255000;2945000;2635000;2480000;2325000;2170000;2015000;1860000;1705000;;;;;;;;
27419041;;;5580000;5115000;4650000;4185000;;;3255000;2945000;2635000;2480000;2325000;2170000;2015000;1860000;1705000;;;;;;;;
0348205;769900;413100;371800;334600;301200;271000;243900;;;;;;;;;;;;;;;;;;
0348202;450000;405000;364500;328100;;;;;;;;;;;;;;;;;;;;;
0348203;;;102100;91900;82700;74400;67000;60300;54200;48800;43900;39500;35600;;;;;;;;;;;;
90035085;17066740;15872000;14761000;13727700;12766900;;;;;;;;;;;;;;;;;;;;
90035073;18487470;17193400;15989800;14870500;13829600;;;;;;;;;;;;;;;;;;;;
0057723;14027500;13045600;12132300;11283100;10493300;;;;;;;;;;;;;;;;;;;;
0057718;11977315;11138900;10359100;9634000;8959600;;;;;;;;;;;;;;;;;;;;
0057720;15529140;14442100;13431200;12491000;11616600;;;;;;;;;;;;;;;;;;;;
0057719;13928455;12953500;12046800;11203400;10419300;;;;;;;;;;;;;;;;;;;;
0057722;16077530;14952100;13905500;12932100;12026800;;;;;;;;;;;;;;;;;;;;
90035057;6838755;6360100;5914800;5500800;5115800;4757600;4541700;4385700;4249500;4117300;3989100;3864800;3744200;3627200;;;;;;;;;;;
90035050;7401715;6883600;6401800;5953600;5536900;5149300;5066500;4914400;4767000;4624000;4485200;4350700;4220200;4093600;;;;;;;;;;;
90035071;7434420;6914100;6430000;5979900;5561400;5172000;;;;;;;;;;;;;;;;;;;
0057713;6412195;5963300;5545900;5157600;4796600;4460900;;;;;;;;;;;;;;;;;;;
90035056;8206320;7631900;7097600;6600800;6138800;5709100;5373100;5211900;5055500;4903700;4756600;4613900;4475500;4341200;;;;;;;;;;;
90035053;;;;;;;;;;4850900;4511300;4195500;3901800;3628700;;;;;;;;;;;
90035054;;;;;;;;5723100;5322500;4949900;4603300;4281300;3981500;3702800;;;;;;;;;;;
0057710;;;;;;;;;;4850900;4511300;4195500;3901800;3628700;;;;;;;;;;;
0057709;;;;;;;;5723100;5322500;4949900;4603300;4281300;3981500;3702800;;;;;;;;;;;
90035001;;;;;;3410000;3307700;3208300;3112100;3018800;2928300;2840400;2755100;2672500;2592400;2514600;2439100;2365900;2294900;2226100;2159300;2094500;2031600;1970700;
